Key	Item Type	Publication Year	Author	Title	Publication Title	ISBN	ISSN	DOI	Url	Abstract Note	Date	Date Added	Date Modified	Access Date	Pages	Num Pages	Issue	Volume	Number Of Volumes	Journal Abbreviation	Short Title	Series	Series Number	Series Text	Series Title	Publisher	Place	Language	Rights	Type	Archive	Archive Location	Library Catalog	Call Number	Extra	Notes	File Attachments	Link Attachments	Manual Tags	Automatic Tags	Editor	Series Editor	Translator	Contributor	Attorney Agent	Book Author	Cast Member	Commenter	Composer	Cosponsor	Counsel	Interviewer	Producer	Recipient	Reviewed Author	Scriptwriter	Words By	Guest	Number	Edition	Running Time	Scale	Medium	Artwork Size	Filing Date	Application Number	Assignee	Issuing Authority	Country	Meeting Name	Conference Name	Court	References	Reporter	Legal Status	Priority Numbers	Programming Language	Version	System	Code	Code Number	Section	Session	Committee	History	Legislative Body
G7HRWLH4	journalArticle	2022	"Ettahiri, Halima; Ferrández Vicente, José Manuel; Fechtali, Taoufiq"	EEG brain signals to detect the sleep health of a driver: An automated framework system based on deep learning	Frontiers in Human Neuroscience		1662-5161	10.3389/fnhum.2022.915276	https://www.frontiersin.org/articles/10.3389/fnhum.2022.915276/full	"Mental fatigue is complex disorganization that affects the human being's efficiency in work and daily activities (e.g., driving, exercising). Encephalography is routinely used to discern this fatigue. Several automatic procedures have deployed conventional approaches to support neurologists in mental fatigue detection episodes (e.g., sleepy vs. normal). In all of the traditional procedures (e.g., support vector machine, discrimination fisher, K-nearest neighbor, and Bayesian classification), only a low accuracy is achieved when a binary classification task (e.g., tired vs. normal) is applied. The convolutional neural network model identifies the correct mathematical manipulation to turn the input into the output. In this study, a convolutional neural network is trained to recognize brain signals recorded by a wearable encephalographic cap. Unfortunately, the convolutional neural network works with large datasets. To overcome this problem, an augmentation scheme for a convolutional neural network model is essential because it can achieve higher accuracy than the traditional classifiers. The results show that our model achieved 97.3% compared to the state-of-the-art traditional methods (e.g., SVM and LDA)."	8/25/2022	5/20/2025 12:58	5/24/2025 12:26	5/20/2025 12:58	915276			16		Front. Hum. Neurosci.	EEG brain signals to detect the sleep health of a driver							en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\X4KMHDI9\Ettahiri et al. - 2022 - EEG brain signals to detect the sleep health of a driver An automated framework system based on dee.pdf		INCLUDED																																															
A92WVFG7	journalArticle	2017	"Chai, Rifai; Ling, Sai Ho; San, Phyo Phyo; Naik, Ganesh R.; Nguyen, Tuan N.; Tran, Yvonne; Craig, Ashley; Nguyen, Hung T."	Improving EEG-Based Driver Fatigue Classification Using Sparse-Deep Belief Networks	Frontiers in Neuroscience		1662-453X	10.3389/fnins.2017.00103	http://journal.frontiersin.org/article/10.3389/fnins.2017.00103/full	"This paper presents an improvement of classi?cation performance for electroencephalography (EEG)-based driver fatigue classi?cation between fatigue and alert states with the data collected from 43 participants. The system employs autoregressive (AR) modeling as the features extraction algorithm, and sparse-deep belief networks (sparse-DBN) as the classi?cation algorithm. Compared to other classi?ers, sparse-DBN is a semi supervised learning method which combines unsupervised learning for modeling features in the pre-training layer and supervised learning for classi?cation in the following layer. The sparsity in sparse-DBN is achieved with a regularization term that penalizes a deviation of the expected activation of hidden units from a ?xed low-level prevents the network from over?tting and is able to learn low-level structures as well as high-level structures. For comparison, the arti?cial neural networks (ANN), Bayesian neural networks (BNN), and original deep belief networks (DBN) classi?ers are used. The classi?cation results show that using AR feature extractor and DBN classi?ers, the classi?cation performance achieves an improved classi?cation performance with a of sensitivity of 90.8%, a speci?city of 90.4%, an accuracy of 90.6%, and an area under the receiver operating curve (AUROC) of 0.94 compared to ANN (sensitivity at 80.8%, speci?city at 77.8%, accuracy at 79.3% with AUC-ROC of 0.83) and BNN classi?ers (sensitivity at 84.3%, speci?city at 83%, accuracy at 83.6% with AUROC of 0.87). Using the sparse-DBN classi?er, the classi?cation performance improved further with sensitivity of 93.9%, a speci?city of 92.3%, and an accuracy of 93.1% with AUROC of 0.96. Overall, the sparse-DBN classi?er improved accuracy by 13.8, 9.5, and 2.5% over ANN, BNN, and DBN classi?ers, respectively."	3/7/2017	5/20/2025 12:58	5/24/2025 12:29	5/20/2025 12:58				11		Front. Neurosci.								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\WQ7E8DCJ\Chai et al. - 2017 - Improving EEG-Based Driver Fatigue Classification Using Sparse-Deep Belief Networks.pdf		INCLUDED																																															
EXG4XICV	journalArticle	2023	"Nguyen, Khanh Ha; Ebbatson, Matthew; Tran, Yvonne; Craig, Ashley; Nguyen, Hung; Chai, Rifai"	Source-Space Brain Functional Connectivity Features in Electroencephalogram-Based Driver Fatigue Classification	Sensors		1424-8220	10.3390/s23052383	https://www.mdpi.com/1424-8220/23/5/2383	"This study examined the brain source space functional connectivity from the electroencephalogram (EEG) activity of 48 participants during a driving simulation experiment where they drove until fatigue developed. Source-space functional connectivity (FC) analysis is a state-of-the-art method for understanding connections between brain regions that may indicate psychological differences. Multi-band FC in the brain source space was constructed using the phased lag index (PLI) method and used as features to train an SVM classi?cation model to classify driver fatigue and alert conditions. With a subset of critical connections in the beta band, a classi?cation accuracy of 93% was achieved. Additionally, the source-space FC feature extractor demonstrated superiority over other methods, such as PSD and sensor-space FC, in classifying fatigue. The results suggested that source-space FC is a discriminative biomarker for detecting driving fatigue."	2/21/2023	5/20/2025 12:59	5/24/2025 12:20	5/20/2025 12:59	2383		5	23		Sensors								en	https://creativecommons.org/licenses/by/4.0/				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\J3H39ICI\Nguyen et al. - 2023 - Source-Space Brain Functional Connectivity Features in Electroencephalogram-Based Driver Fatigue Cla.pdf		INCLUDED																																															
LKDLMZPH	journalArticle	2024	"Zeng, Chao; Zhang, Jiliang; Su, Yizi; Li, Shuguang; Wang, Zhenyuan; Li, Qingkun; Wang, Wenjun"	Driver Fatigue Detection Using Heart Rate Variability Features from 2-Minute Electrocardiogram Signals While Accounting for Sex Differences	Sensors		1424-8220	10.3390/s24134316	https://www.mdpi.com/1424-8220/24/13/4316	"Traffic accidents due to fatigue account for a large proportion of road fatalities. Based on simulated driving experiments with drivers recruited from college students, this paper investigates the use of heart rate variability (HRV) features to detect driver fatigue while considering sex differences. Sex-independent and sex-specific differences in HRV features between alert and fatigued states derived from 2 min electrocardiogram (ECG) signals were determined. Then, decision trees were used for driver fatigue detection using the HRV features of either all subjects or those of only males or females. Nineteen, eighteen, and thirteen HRV features were significantly different (Mann–Whitney U test, p < 0.01) between the two mental states for all subjects, males, and females, respectively. The fatigue detection models for all subjects, males, and females achieved classification accuracies of 86.3%, 94.8%, and 92.0%, respectively. In conclusion, sex differences in HRV features between drivers’ mental states were found according to both the statistical analysis and classification results. By considering sex differences, precise HRV feature-based driver fatigue detection systems can be developed. Moreover, in contrast to conventional methods using HRV features from 5 min ECG signals, our method uses HRV features from 2 min ECG signals, thus enabling more rapid driver fatigue detection."	7/3/2024	5/20/2025 12:59	5/24/2025 12:15	5/20/2025 12:59	4316		13	24		Sensors								en	https://creativecommons.org/licenses/by/4.0/				DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\PXZ8UTNQ\Zeng et al. - 2024 - Driver Fatigue Detection Using Heart Rate Variability Features from 2-Minute Electrocardiogram Signa.pdf		INCLUDED																																															
2C5C2ID5	journalArticle	2014	"Azim, Tayyaba; Jaffar, M. Arfan; Mirza, Anwar M."	Fully automated real time fatigue detection of drivers through Fuzzy Expert Systems	Applied Soft Computing		15684946	10.1016/j.asoc.2014.01.020	https://linkinghub.elsevier.com/retrieve/pii/S1568494614000398	"This paper presents a non-intrusive fatigue detection system based on the video analysis of drivers. The system relies on multiple visual cues to characterize the level of alertness of the driver. The parameters used for detecting fatigue are: eye closure duration measured through eye state information and yawning analyzed through mouth state information. Initially, the face is located through Viola–Jones face detection method to ensure the presence of driver in video frame. Then, a mouth window is extracted from the face region, in which lips are searched through spatial fuzzy c-means (s-FCM) clustering. Simultaneously, the pupils are also detected in the upper part of the face window on the basis of radii, inter-pupil distance and angle. The monitored information of eyes and mouth are further passed to Fuzzy Expert System (FES) that classi?es the true state of the driver. The system has been tested using real data, with different sequences recorded in day and night driving conditions, and with users belonging to different race and gender. The system yielded an average accuracy of 100% on all the videos on which it was tested."	2014-05	5/20/2025 13:05	5/24/2025 12:30	5/20/2025 13:05	25-38			18		Applied Soft Computing								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\QHLXM37Q\Azim et al. - 2014 - Fully automated real time fatigue detection of drivers through Fuzzy Expert Systems.pdf		INCLUDED																																															
RNHDAURE	journalArticle	2022	"Jiao, Yingying; Jiang, Fei"	Detecting slow eye movements with bimodal-LSTM for recognizing drivers’ sleep onset period	Biomedical Signal Processing and Control		17468094	10.1016/j.bspc.2022.103608	https://linkinghub.elsevier.com/retrieve/pii/S1746809422001306	"Slow eye movements (SEMs) indicate sleep onset period but are rarely studied in the field of driver fatigue detection. Through visual observation and statistical analysis we find that SEMs occur during eye-closed periods and have a high overall coverage rate during driving, which makes it feasible to utilize detecting SEMs to recognize drivers’ sleep onset period. To detect SEMs, we adopt a bimodal Long Short-Term Memory (LSTM) network to deal with temporal information and multimodal information in physiological signals. To extend the distinguishing information, we define a novel horizontal sum (HSUM) signal, which is sum of signals from two horizontal electrooculogram (EOG) channels. Electroencephalogram (EEG)-related features are extracted from the HSUM signal in contrast to those from the traditional O2 signal. EOG features are extracted from the horizontal EOG (HEOG) signals. The results demonstrate that features from multimodal signals (HSUM and HEOG signals, or O2 and HEOG signals) achieve better classification results than features from the single HEOG signal. And the EEG-related features extracted from self-defined HSUM signals achieve comparable results to those from traditional O2 signals, thus avoiding using extra O2 channel. The proposed method of detecting SEMs using the bimodal LSTM to classify features from HSUM and HEOG signals achieves the average F-score of 76.5%, which is higher than the classic support vector machine by 7.5%. This method of detecting SEMs using only two channels helps to build a user acceptable and feasible system for recognizing drivers’ sleep onset period."	2022-05	5/20/2025 13:05	5/24/2025 12:23	5/20/2025 13:05	103608			75		Biomedical Signal Processing and Control								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\FBNLM4TR\Jiao and Jiang - 2022 - Detecting slow eye movements with bimodal-LSTM for recognizing drivers’ sleep onset period.pdf		INCLUDED																																															
E2N6R7RQ	journalArticle	2024	"Lan, Zhendong; Zhao, Jian; Liu, Pengbo; Zhang, Chi; Lyu, Nana; Guo, Lie"	Driving fatigue detection based on fusion of EEG and vehicle motion information	Biomedical Signal Processing and Control		17468094	10.1016/j.bspc.2024.106031	https://linkinghub.elsevier.com/retrieve/pii/S1746809424000892	"Driving fatigue is one of the main causes of traffic accidents. Generally, the single-modal driving fatigue detection methods have low accuracy and weak anti-interference capability in real environment. In this paper, we propose an optimized method for driving fatigue detection that fuses EEG and vehicle motion information. The correlation between EEG signal and vehicle motion information is analyzed. The method extracts the frequency band energy ratio of the four rhythm waves of ?, ?, ? and ? from EEG. The sample entropy and standard deviation from the steering wheel angle, driving acceleration and vehicle speed is calculated. Pearson correlation analysis is performed on all fatigue characteristic indicators. The strongest correlation combination is selected and input into Support Vector Machine (SVM) to realize the fusion driving fatigue detection. Through experimental verification, we obtained an average classification accuracy of 92.37 %, which is 2.53 % higher than that of EEG driving fatigue detection and 8.78 % higher than that of vehicle motion information-based driving fatigue detection. Multi-source information fusion of driving fatigue detection based on correlation analysis can provide significant insights into how to improve system performance."	2024-06	5/20/2025 13:05	5/24/2025 12:21	5/20/2025 13:05	106031			92		Biomedical Signal Processing and Control								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\8NM2QTIH\Lan et al. - 2024 - Driving fatigue detection based on fusion of EEG and vehicle motion information.pdf		INCLUDED																																															
RWNYXFSM	journalArticle	2022	"Chui, Kwok Tai"	Driver stress recognition for smart transportation: Applying multiobjective genetic algorithm for improving fuzzy c-means clustering with reduced time and model complexity	Sustainable Computing: Informatics and Systems		22105379	10.1016/j.suscom.2022.100668	https://linkinghub.elsevier.com/retrieve/pii/S2210537922000117	"Driver stress can lead to traffic deaths and injuries which ultimately bring on world economic loss. Researchers are in full swing to develop various algorithms for driver stress recognition (DSR) to enable smart transportation. Existing methods have encountered various difficulties. To relieve the problems and improve the accuracy, a DSR algorithm has been developed using multiobjective genetic algorithm based fuzzy c-means clustering (MOGAFCM). This algorithm adopts Electrocardiogram (ECG) signal as input which is further used to compute features. Analysis has been carried out to investigate feature selection. Attention is drawn to the reduction of time and model complexity of MOGA-FCM. To reduce the time complexity, hyper-grid scheme is introduced, and the storage of membership matrix is eliminated. To reduce the model complexity, one of the objectives of the multiobjective optimization problem is to minimize the number of clusters. Results indicate that the time complexity and model complexity have been reduced by 68 %, and a reduction of two clusters, respectively. MOGA-FCM achieves equivalent true negative rate (TNReq) and equivalent true positive rate (TPReq) of 89.9 % and 91.7 % respectively. It improves the average true negative rate by 9.8–25.3 % and average true positive rate by 9.5–26.6 % compared to traditional clustering methods. Compared to existing biometric signal-based, speechbased and image-based approaches, it improves the performance by at least 7.02 % and 12.9 % in TNReq and TPReq respectively. As a result, the proposed algorithm can give an accurate and immediate reminding to drivers to take a rest or calm down in order to prevent traffic accident and lower the risk of developing stress-related disease."	2022-09	5/20/2025 13:05	5/24/2025 12:28	5/20/2025 13:05	100668			35		Sustainable Computing: Informatics and Systems	Driver stress recognition for smart transportation							en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\EDQXBFBL\Chui - 2022 - Driver stress recognition for smart transportation Applying multiobjective genetic algorithm for im.pdf		INCLUDED																																															
U2JZ6NHN	journalArticle	2023	"Prabhakar, Sunil Kumar; Won, Dong-Ok"	Multiple robust approaches for EEG-based driving fatigue detection and classification	Array		25900056	10.1016/j.array.2023.100320	https://linkinghub.elsevier.com/retrieve/pii/S2590005623000450	"Electroencephalography (EEG) signals are used to evaluate the activities of the brain. For the accidents occurring on the road, one of the primary reasons is driver fatigueness and it can be easily identified by the EEG. In this work, five efficient and robust approaches for the EEG-based driving fatigue detection and classification are proposed. In the first proposed strategy, the concept of Multi-Dimensional Scaling (MDS) and Singular Value Decomposition (SVD) are merged and then the Fuzzy C Means based Support Vector Regression (FCM-SVR) classification module is utilized to get the output. In the second proposed strategy, the Marginal Fisher Analysis (MFA) is implemented and the concepts of conditional feature mapping and cross domain transfer learning are implemented and classified with machine learning classifiers. In the third proposed strategy, the concepts of Flexible Analytic Wavelet Transform (FAWT) and Tunable Q Wavelet Transform (TQWT) are implemented and merged and then it is classified with Extreme Learning Machine (ELM), Kernel ELM and Adaptive Neuro Fuzzy Inference System (ANFIS) classifiers. In the fourth proposed strategy, the concepts of Correntropy spectral density and Lyapunov exponent with Rosenstein algorithm is implemented and then the multi distance signal level difference is computed followed by the calculation of the Geodesic minimum distance to the Riemannian means and finally tangent space mapping is implemented to it before feeding it to classification. In the fifth or final proposed strategy, the Hilbert Huang Transform (HHT) is implemented and then the Hilbert marginal spectrum is computed. Then using the Blackhole optimization algorithm, the features are selected and finally it is classified with Cascade Adaboost classifier. The proposed techniques are applied on publicly available EEG datasets and the best result of 99.13% is obtained when the proposed Correntropy spectral density and Lyapunov exponent with Rosenstein algorithm is implemented with the multi distance signal level difference followed by the calculation of the Geodesic minimum distance to the Riemannian means and finally tangent space mapping is implemented with Support Vector Machine (SVM) classifier."	2023-09	5/20/2025 13:05	5/24/2025 12:19	5/20/2025 13:05	100320			19		Array								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\L4G8BXU4\Prabhakar and Won - 2023 - Multiple robust approaches for EEG-based driving fatigue detection and classification.pdf		INCLUDED																																															
HGNIGNCU	journalArticle	2022	"Riquelme, Fabi?; Olivares, Rodrigo; Mu?z, Francisco; Molinero, Xavier; Serna, Maria"	Hypo-Driver: A Multiview Driver Fatigue and Distraction Level Detection System	"Computers, Materials & Continua"		1546-2226	10.32604/cmc.2022.022553	https://www.techscience.com/cmc/v71n1/45469	"Traffic accidents are caused by driver fatigue or distraction in many cases. To prevent accidents, several low-cost hypovigilance (hypo-V) systems were developed in the past based on a multimodal-hybrid (physiological and behavioral) feature set. Similarly in this paper, real-time driver inattention and fatigue (Hypo-Driver) detection system is proposed through multi-view cameras and biosignal sensors to extract hybrid features. The considered features are derived from non-intrusive sensors that are related to the changes in driving behavior and visual facial expressions. To get enhanced visual facial features in uncontrolled environment, three cameras are deployed on multiview points (0?, 45?, and 90?) of the drivers. To develop a Hypo-Driver system, the physiological signals (electroencephalography (EEG), electrocardiography (ECG), electro-myography (sEMG), and electrooculography (EOG)) and behavioral information (PERCLOS70-80-90%, mouth aspect ratio (MAR), eye aspect ratio (EAR), blinking frequency (BF), head-titled ratio (HT-R)) are collected and pre-processed, then followed by feature selection and fusion techniques. The driver behaviors are classified into five stages such as normal, fatigue, visual inattention, cognitive inattention, and drowsy. This improved hypo-Driver system utilized trained behavioral features by a convolutional neural network (CNNs), recurrent neural network and long short-term memory (RNN-LSTM) model is used to extract physiological features. After fusion of these features, the Hypo-Driver system is classified hypo-V into five stages based on trained layers and dropout-layer in the deep-residual neural network (DRNN) model. To test the performance of a hypo-Driver system, data from 20 drivers are acquired. The results of Hypo-Driver compared to state-of-theart methods are presented. Compared to the state-of-the-art Hypo-V system, on average, the Hypo-Driver system achieved a detection accuracy (AC) of 96.5%. The obtained results indicate that the Hypo-Driver system based on multimodal and multiview features outperforms other state-of-the-art driver Hypo-V systems by handling many anomalies."	2022	5/20/2025 13:06	5/24/2025 12:18	5/20/2025 13:06	1999-2007		1	71			Hypo-Driver							en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\A2FS8Z4I\Riquelme et al. - 2022 - Hypo-Driver A Multiview Driver Fatigue and Distraction Level Detection System.pdf		INCLUDED																																															
6EG75B67	journalArticle	2021	"Dua, Mohit; Shakshi; Singla, Ritu; Raj, Saumya; Jangra, Arti"	Deep CNN models-based ensemble approach to driver drowsiness detection	Neural Computing and Applications		"0941-0643, 1433-3058"	10.1007/s00521-020-05209-7	https://link.springer.com/10.1007/s00521-020-05209-7	"Statistics have shown that many accidents occur due to drowsy condition of drivers. In a study conducted by National Sleep Foundation, it has been found that about 20% of drivers feel drowsy during driving. These statistics paint a very scary picture. This paper proposes a system for driver drowsiness detection, in which the architecture detects sleepiness of driver. The proposed architecture consists of four deep learning models: AlexNet, VGG-FaceNet, FlowImageNet and ResNet, which use RGB videos of drivers as input and help in detecting drowsiness. Also, these models consider four types of different features such as hand gestures, facial expressions, behavioral features and head movements for the implementation. The AlexNet model is used for various background and environmental changes like indoor, outdoor, day and night. VGG-FaceNet is used to extract facial characteristics like gender ethnicities. FlowImageNet is used for behavioral features and head gestures, and ResNet is used for hand gestures. Hand gestures detection provides a precise and accurate result. These models classify these features into four classes: non-drowsiness, drowsiness with eye blinking, yawning and nodding. The output of these models is provided to ensemble algorithm to obtain a ?nal output by putting them through a SoftMax classi?er that gives us a positive (drowsy) or negative answer. The accuracy obtained from this system came out to be 85%."	2021-04	5/20/2025 13:13	5/24/2025 12:27	5/20/2025 13:13	3155-3168		8	33		Neural Comput & Applic								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\DLCFZXLS\Dua et al. - 2021 - Deep CNN models-based ensemble approach to driver drowsiness detection.pdf		INCLUDED																																															
KQJ36QKE	journalArticle	2023	"Dogan, Sengul; Tuncer, Ilknur; Baygin, Mehmet; Tuncer, Turker"	A new hand-modeled learning framework for driving fatigue detection using EEG signals	Neural Computing and Applications		"0941-0643, 1433-3058"	10.1007/s00521-023-08491-3	https://link.springer.com/10.1007/s00521-023-08491-3	"Fatigue detection is a critical application area for machine learning, and variable input data have been utilized to detect fatigue. One of the most commonly used inputs for fatigue detection is electroencephalography (EEG) signals. The main objective of this study is to accurately detect fatigue using a hand-crafted framework. To achieve this, a new signal classi?cation framework has been proposed, and its performance has been tested on an EEG fatigue detection dataset. Wavelet packet decomposition with 16 mother wavelet functions has been utilized to extract features from the frequency domain and create a multilevel feature extraction method to calculate frequency subbands. To generate classi?cation results, two validation techniques, tenfold cross-validation and leave-one-subject-out (LOSO) validation, have been applied to attain robust classi?cation results. The proposed framework achieved high classi?cation performance with 99.90% and 82.08% classi?cation accuracies using tenfold CV and LOSO CV, respectively. Furthermore, the classi?cation performance of each used method in our framework has been analyzed to understand the driving fatigue classi?cation effect of the machine learning functions used. The proposed framework attained superior classi?cation results, demonstrating its ef?cacy in accurately detecting fatigue."	2023-07	5/20/2025 13:13	5/24/2025 12:27	5/20/2025 13:13	14837-14854		20	35		Neural Comput & Applic								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\I47R2XQD\Dogan et al. - 2023 - A new hand-modeled learning framework for driving fatigue detection using EEG signals.pdf		INCLUDED																																															
9ST9ZQZK	journalArticle	2024	"Hidalgo Rogel, José Manuel; Martínez Beltrán, Enrique Tomás; Quiles Pérez, Mario; López Bernal, Sergio; Martínez Pérez, Gregorio; Huertas Celdrán, Alberto"	Studying Drowsiness Detection Performance While Driving Through Scalable Machine Learning Models Using Electroencephalography	Cognitive Computation		"1866-9956, 1866-9964"	10.1007/s12559-023-10233-5	https://link.springer.com/10.1007/s12559-023-10233-5	"Driver drowsiness is a signi?cant concern and one of the leading causes of traf?c accidents. Advances in cognitive neuroscience and computer science have enabled the detection of drivers’ drowsiness using Brain-Computer Interfaces (BCIs) and Machine Learning (ML). However, the literature lacks a comprehensive evaluation of drowsiness detection performance using a heterogeneous set of ML algorithms, being also necessary to study the performance of scalable ML models suitable for groups of subjects. To address these limitations, this work presents an intelligent framework employing BCIs and features based on electroencephalography for detecting drowsiness in driving scenarios. The SEED-VIG dataset is used to evaluate the best-performing models for individual subjects and groups. Results show that Random Forest (RF) outperformed other models used in the literature, such as Support Vector Machine (SVM), with a 78% f1-score for individual models. Regarding scalable models, RF reached a 79% f1-score, demonstrating the effectiveness of these approaches. This publication highlights the relevance of exploring a diverse set of ML algorithms and scalable approaches suitable for groups of subjects to improve drowsiness detection systems and ultimately reduce the number of accidents caused by driver fatigue. The lessons learned from this study show that not only SVM but also other models not suf?ciently explored in the literature are relevant for drowsiness detection. Additionally, scalable approaches are effective in detecting drowsiness, even when new subjects are evaluated. Thus, the proposed framework presents a novel approach for detecting drowsiness in driving scenarios using BCIs and ML."	2024-05	5/20/2025 13:13	5/24/2025 12:24	5/20/2025 13:13	1253-1267		3	16		Cogn Comput								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\SC6FTM6L\Hidalgo Rogel et al. - 2024 - Studying Drowsiness Detection Performance While Driving Through Scalable Machine Learning Models Usi.pdf		INCLUDED																																															
VJJRKU3A	journalArticle	2025	"Lamouchi, Dorra; Yaddaden, Yacine; Parent, Jérôme; Cherif, Raef"	Efficient Driver Drowsiness Detection Using Spatiotemporal Features with Support Vector Machine	International Journal of Intelligent Transportation Systems Research		"1348-8503, 1868-8659"	10.1007/s13177-025-00478-9	https://link.springer.com/10.1007/s13177-025-00478-9	"Drowsiness signi?cantly impairs human concentration and re?exes, leading to a heightened risk of accidents. Despite this, many drivers fail to recognize their drowsiness in time, often with serious consequences. Traditional detection systems based on vehicle movement and steering angles are inadequate in preventing such incidents. Existing vision-based systems, while promising, are typically limited to eye movement analysis, require extensive parameter tuning, and often struggle under varying conditions. To address these challenges, we propose a novel approach for Driver Drowsiness Detection that leverages facial features. Our method utilizes Local Binary Patterns on Three Orthogonal Planes for feature extraction and employs Support Vector Machines for classi?cation. Experiments conducted on two benchmark drowsiness datasets, UTA-RLDD and DROZY, demonstrate our system’s ef?cacy, achieving accuracy rates of 82% and 90%, respectively. These results indicate the potential for a more reliable and non-invasive drowsiness detection system."	3/15/2025	5/20/2025 13:13	5/24/2025 12:22	5/20/2025 13:13						Int. J. ITS Res.								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\FMPFMSFG\Lamouchi et al. - 2025 - Efficient Driver Drowsiness Detection Using Spatiotemporal Features with Support Vector Machine.pdf		INCLUDED																																															
7RPUWSHP	journalArticle	2022	"Arefnezhad, Sadegh; Hamet, James; Eichberger, Arno; Frühwirth, Matthias; Ischebeck, Anja; Koglbauer, Ioana Victoria; Moser, Maximilian; Yousefi, Ali"	Driver drowsiness estimation using EEG signals with a dynamical encoder–decoder modeling framework	Scientific Reports		2045-2322	10.1038/s41598-022-05810-x	https://www.nature.com/articles/s41598-022-05810-x	"Abstract             Drowsiness is a leading cause of accidents on the road as it negatively affects the driver’s ability to safely operate a vehicle. Neural activity recorded by EEG electrodes is a widely used physiological correlate of driver drowsiness. This paper presents a novel dynamical modeling solution to estimate the instantaneous level of the driver drowsiness using EEG signals, where the PERcentage of eyelid CLOSure (PERCLOS) is employed as the ground truth of driver drowsiness. Applying our proposed modeling framework, we find neural features present in EEG data that encode PERCLOS. In the decoding phase, we use a Bayesian filtering solution to estimate the PERCLOS level over time. A data set that comprises 18 driving tests, conducted by 13 drivers, has been used to investigate the performance of the proposed framework. The modeling performance in estimation of PERCLOS provides robust and repeatable results in tests with manual and automated driving modes by an average RMSE of 0.117 (at a PERCLOS range of 0 to 1) and average High Probability Density percentage of 62.5%. We further hypothesized that there are biomarkers that encode the PERCLOS across different driving tests and participants. Using this solution, we identified possible biomarkers such as Theta and Delta powers. Results show that about 73% and 66% of the Theta and Delta powers which are selected as biomarkers are increasing as PERCLOS grows during the driving test. We argue that the proposed method is a robust and reliable solution to estimate drowsiness in real-time which opens the door in utilizing EEG-based measures in driver drowsiness detection systems."	2/16/2022	5/20/2025 13:13	5/24/2025 12:30	5/20/2025 13:13	2650		1	12		Sci Rep								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\EQSFJU6H\Arefnezhad et al. - 2022 - Driver drowsiness estimation using EEG signals with a dynamical encoder–decoder modeling framework.pdf		INCLUDED																																															
GI34QSKZ	journalArticle	2024	"Salem, Dina; Waleed, Mohamed"	Drowsiness detection in real-time via convolutional neural networks and transfer learning	Journal of Engineering and Applied Science		"1110-1903, 2536-9512"	10.1186/s44147-024-00457-z	https://jeas.springeropen.com/articles/10.1186/s44147-024-00457-z	"Drowsiness detection is a critical aspect of ensuring safety in various domains, including transportation, online learning, and multimedia consumption. This research paper presents a comprehensive investigation into drowsiness detection methods, with a specific focus on utilizing convolutional neural networks (CNN) and transfer learning. Notably, the proposed study extends beyond theoretical exploration to practical application, as we have developed a user-friendly mobile application incorporating these advanced techniques. Diverse datasets are integrated to systematically evaluate the implemented model, and the results showcase its remarkable effectiveness. For both multi-class and binary classification scenarios, our drowsiness detection system achieves impressive accuracy rates ranging from 90 to 99.86%. This research not only contributes to the academic understanding of drowsiness detection but also highlights the successful implementation of such methodologies in real-world scenarios through the development of our application."	2024-12	5/20/2025 13:13	5/24/2025 12:17	5/20/2025 13:13	122		1	71		J. Eng. Appl. Sci.								en					DOI.org (Crossref)				C:\Users\LATITUDE E7470\Zotero\storage\WK2G5JVA\Salem and Waleed - 2024 - Drowsiness detection in real-time via convolutional neural networks and transfer learning.pdf		INCLUDED																																															
